answer,pack,dncahPack
Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu,Kiwis Against Morality,New Zealand
Taunting disabled people.,Trumped UpCards: The World's Biggest Deck*,Elections & Donald Trump
"Tax ""reform""",Conspiracy Theory,Conspiracy
tax evasion,Evil Apples,CAH & Expansions
Tax resisters,Conspiracy Theory,Conspiracy
Tax seminars.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Taxi,Dirty Nasty Filthy,Dirty
Taxing that ass like the IRS.,Cows Against Hamburgers - Patty Pack #1,CAH & Expansions
Taylor Swift,Kids Against Maturity,Kids
Taylor Swift,The Game Without Decency,CAH & Expansions
Taylor Swift music.,WTF Did You Say?!?,CAH & Expansions
Taylor Swift trying to remember which boyfriend took her virginity.,Cards With No Sexuality,CAH & Expansions
Taylor Swift.,Not Parent Approved,Kids
Taylor Swift's sloppy seconds.,"Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too",Elections & Donald Trump
Tea bagging a co-worker.,WTF Did You Say?!?,CAH & Expansions
Tea bagging.,Clones Attack Hilarity #1,CAH & Expansions
Tea breaks,JadedAid: A Card Game to Save Humanitarians,Humanitarian
Teabagging,Personally Incorrect,Personal
Teacher cleavage,KinderPerfect: Naughty Expansion Pack,Parenthood
Teacher crush,Kids Against Maturity,Kids
Teachers in holiday-themed sweaters.,Not Parent Approved,Kids
Teachers pet,Kids Create Absurdity,Kids
Teachers who obviously hate kids.,Not Parent Approved,Kids
Teaching a Baby Boomer to internet.,Cads Against Adulting,Adulting
Teaching a chicken to kill.,CAH Family Edition (Free Print & Play Public Beta),CAH & Expansions
Teaching a child how to hock a loogie,KinderPerfect (Commercial Set),Parenthood
Teaching a child the anatomy of reproductive organs through scratch and sniff.,Pigs Against Profanity: Volume 3,CAH & Expansions
Teaching a girl how to handjob the penis.,CAH Blue Box Expansion,CAH & Expansions
Teaching a politician how to tell the truth.,Hilarious!,CAH & Expansions
Teaching a robot to love.,CAH Base Set,CAH & Expansions
Teaching a woman the meaning of the word respect.,"Guards Against Insanity, Edition 5",CAH & Expansions
Teaching ESL classes using the lost art of miming.,WTF Did You Say?!?,CAH & Expansions
Teaching Grandma about technology,Cards Against Profanity,CAH & Expansions
Teaching my son to love the Red Sox and hate minorities.,CAH Saves America Pack,CAH & Expansions
Teaching old people to use computers.,Clones Attack Hilarity #2,CAH & Expansions
Teaching Soldiers how to drive a boat.,Disgruntled Decks: Coast Guard/Coastie Edition,Military
Teaching the kids how to flick boogers,KinderPerfect (Commercial Set),Parenthood
Teaching them how to properly stab their best friend in the back,KinderPerfect: Tween Expansion Pack,Parenthood
Team building activities that overwhelm you with embarrassment.,Disgruntled Decks: Air Force Edition,Military
Team building activities.,Cards Against/For South Africa,South Africa
Team building exercises at a nudist colony.,Hilarious!,CAH & Expansions
Team building exercises.,CAH Base Set,CAH & Expansions
Team-building exercises.,CAH Base Set,CAH & Expansions
Tearing that ass up like wrapping paper on Christmas morning.,CAH Base Set,CAH & Expansions
Tearing the mask off nature and staring at the face of God.,"Guards Against Insanity, Edition 2",CAH & Expansions
Tears of deported immigrants.,Humanity Hates Trump: Expansion Pack 1,Elections & Donald Trump
Teaser,Dirty Nasty Filthy,Dirty
Teasing your sister with just the tip.,"Guards Against Insanity, Edition 4",CAH & Expansions
Teasing zoo animals.,"Crows Adopt Vulgarity, Vol. 4",CAH & Expansions
Ted Bundy,Personally Incorrect,Personal
Ted Cruz as America's designated driver., 2016 Election Game ,Elections & Donald Trump
Ted Cruz Crazy.,Carbs of the Huge Manatee: General Expansion 2,CAH & Expansions
Ted Cruz dressed in indigenous Canadian garb.,Trumped UpCards: The World's Biggest Deck*,Elections & Donald Trump
"Ted Cruz or Tom Cruise, whichever",Conspiracy Theory,Conspiracy
Ted Cruz reading Green Eggs and Ham on the Senate floor., 2016 Election Game ,Elections & Donald Trump
Ted Cruz's bong pipe.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Ted Cruz's booger.,Humanity Hates Trump: Base Set,Elections & Donald Trump
Ted Cruz's favorite Internet porn.,Trumped UpCards: Many Sides  Expansion Pack,Elections & Donald Trump
"Ted Cruz's heavy, sexual breathing.",Carps & Angsty Manatee - Texas Edition,Texas
Ted Cruz's tightly clenched anus.,Humanity Hates Trump: Base Set,Elections & Donald Trump
"Ted Cruz's warm, trustworthy smile.",Cads Against Adulting,Adulting
"Ted Nugent's cold, dead hands.",Crabs Adjust Humidity: Volume 2,CAH & Expansions
teen dads,Evil Apples,CAH & Expansions
Teen Wolf.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Teenage arrogance.,WTF Did You Say?!?,CAH & Expansions
Teenage pregnancy.,CAH Base Set,CAH & Expansions
Teenage pregnancy.,Cards Against/For South Africa,South Africa
Teenagers recording themselves singing,Cards Against Profanity,CAH & Expansions
Teenagers with multimillion dollar recording contracts.,WTF Did You Say?!?,CAH & Expansions
Teeny tiny teddies,Rotten Apples: The Tasteless Adult Party Game,CAH & Expansions
"Teeny, tiny turds.",CAH Family Edition (Free Print & Play Public Beta),CAH & Expansions
Teepeeing the Veep's house.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Teething.,Babies vs. Parents,Parenthood
Telephone psychics,Conspiracy Theory,Conspiracy
Televangelists.,The Catholic Card Game: Generations Expansion Pack,Catholic
"Tell someone that ""Around the corner, fudge is made.""",Potheads Against Sanity,420
Tellig personal Jesus stories.,The Catholic Card Game: Base Deck,Catholic
Telling 9/11 jokes to the families of 9/11 victims.,Voter's Choice: The Second Expansion,CAH & Expansions
Telling a shitty story that goes nowhere.,CAH Base Set,CAH & Expansions
Telling daddy jokes in a pub.,Hilarious!,CAH & Expansions
Telling donors the truth,JadedAid: Peace Corps Expansion Pack,Humanitarian
"Telling friends I'm ""working on a screenplay"".",Cads Against Adulting,Adulting
Telling Heather she can't pull off that top.,CAH Pride Pack,CAH & Expansions
Telling holocaust jokes at a bar mitzvah,Pigs Against Profanity: Volume 1,CAH & Expansions
Telling Jack she'll never let go and then letting go anyways like a total bitch. There was room on that f*@king door for the both of,Cows Grilling Hamburgers - Patty Pack #1,CAH & Expansions
Telling Jack she'll never let go and then letting go anyways like a total bitch. There was room on that f*@king door for the both of you Rose. For the both of you.,Cows Against Hamburgers - Patty Pack #1,CAH & Expansions
Telling kids that the Tootsie Rolls® are actually processed reindeer crap.,Humanity Hates The Holidays,Holidays
Telling my kids everything is spicy so I don't have to share,KinderPerfect: More Expansion Pack,Parenthood
"Telling our child that ""fist"" can be a verb.","Crows Adopt Vulgarity, Vol. 4",CAH & Expansions
"Telling people the baby's first word was ""mom"" when it was really ""muh"".",Fun in the Oven,CAH & Expansions
Telling Putin dirty jokes.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Telling small children the truth about the Easter bunny.,Cakes Athirst Hilarity Volume 2,CAH & Expansions
Telling the same fart joke over and over.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Telling your friends you're not a virgin,Depravity,Depravity
"Telling your parents you two met at church, not on CollarSpace.com.*",Carbs of the Huge Manatee - Online Dating Expansion 1,Dating
Tellytubbies.,Cards Against/For South Africa,South Africa
Tellytubbies.,Hilarious!,CAH & Expansions
Temper tantrums.,Fun in the Oven,CAH & Expansions
Temporary detention for anyone who correctly pronounces Oaxaca.,Trumped UpCards: The World's Biggest Deck*,Elections & Donald Trump
Temporary invincibility.,CAH PAX Prime 2013,CAH & Expansions
Ten fingers and ten toes… whew!,Fun in the Oven,CAH & Expansions
Ten Infantryman watching porn on a single laptop screen.,Disgruntled Decks: Army Edition,Military
Ten points for Gryffindor!,Crabs Adjust Humidity: Volume 6,CAH & Expansions
ten thousand dollars,Bards Dispense Profanity,CAH & Expansions
ten thousand men that fishes gnawed upon,Bards Dispense Profanity,CAH & Expansions
ten-foot-tall radioactive rats,Evil Apples,CAH & Expansions
Tender anal love.,CAH Ass Pack,CAH & Expansions
Tender chunks of all-white-meat chicken.,CAH Green Box Expansion,CAH & Expansions
"tennis balls, my liege",Bards Dispense Profanity,CAH & Expansions
"Tens, Tens, Tens, Twenties on my Twitties.","Humanity Hates the Holidays ""Love"" Edition",CAH & Expansions
Tentacle Porn,Personally Incorrect,Personal
Tentacle porn.,CAH Base Set,CAH & Expansions
Tentacle Porn.,Cards Against/For South Africa,South Africa
Tentacles.,CAH Everything Box Expanion,CAH & Expansions
Tentatively slipping a finger into your partner's asshole.,"Guards Against Insanity, Edition 1",CAH & Expansions
Tequila,Rotten Apples: The Tasteless Adult Party Game,CAH & Expansions
Tequila shits,"Clams Attempt Harmonica, Volume 1",CAH & Expansions
Tequila shooters.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
Tequila Shots at an AA Meeting,Personally Incorrect - Expansion 2 [Yellow Box],Personal
Tequila shots before the PTA meeting,KinderPerfect (Commercial Set),Parenthood
Tequila-flavoured man-juice.,Hilarious!,CAH & Expansions
Terabytes of porn.,"Crows Adopt Vulgarity, Vol. 1",CAH & Expansions
Terminal diarrhea.,Clones Attack Hilarity #2,CAH & Expansions
Terminating your service due to pregnancy,JadedAid: Peace Corps Expansion Pack,Humanitarian
Terri Schiavo., 2016 Election Game ,Elections & Donald Trump
Terrible balance,Cards Against Profanity,CAH & Expansions
Terrible Catholic podcasts.,The Catholic Card Game: Five Deck Expansion Pack,Catholic
Terrible kids TV shows.,Fun in the Oven,CAH & Expansions
Terrible life decisions.,Hilarious!,CAH & Expansions
terrible spelling,Skewered And Roasted,CAH & Expansions
Terrorists,Conspiracy Theory,Conspiracy
Terrorists,Rotten Apples: The Tasteless Adult Party Game,CAH & Expansions
Terrorists.,CAH Base Set,CAH & Expansions
Terry Fox's prosthetic leg.,CAH Base Set,CAH & Expansions
Test driving a used sex toy.,WTF Did You Say?!?,CAH & Expansions
Test my stuffed animals for STDs.,Potheads Against Sanity,420
Testicles,Dirty Nasty Filthy,Dirty
Testicular torsion.,CAH Base Set,CAH & Expansions
Testicular torsion.,Cards Against/For South Africa,South Africa
Testify that I am a spoon.,Potheads Against Sanity,420
Testing a picture of my asshole to Ted Cruz.,CAH Everything Box Expanion,CAH & Expansions
Testing Miss Syria's no-fly-zone.,Trumped UpCards: The World's Biggest Deck*,Elections & Donald Trump
Testosterone,Personally Incorrect,Personal
Testosterone-induced rage.,Cads About Matrimony,Matrimony
Testosterone.,WTF Did You Say?!?,CAH & Expansions
Tetweeting Mussolini.,Trumped UpCards: The World's Biggest Deck*,Elections & Donald Trump
Texans.,Carps & Angsty Manatee - Texas Edition,Texas
Texas,Conspiracy Theory,Conspiracy
Texas Pride.,Carps & Angsty Manatee - Texas Edition,Texas
Texas seceding., 2016 Election Game ,Elections & Donald Trump
Texas.,CAH Blue Box Expansion,CAH & Expansions
"Texting ""lol"" to express self-consciousness.",Cads Against Adulting,Adulting
Texting instead of talking.,Cads About Matrimony,Matrimony
Texting my best friend all day.,Not Parent Approved,Kids
Texting while driving.,Cakes Athirst Hilarity Volume 1,CAH & Expansions
Texting your best friend,Kids Create Absurdity,Kids
Thai lady boys,Cards About Toronto,Toronto
Thai lady boys.,Cakes Athirst Hilarity Volume 3,CAH & Expansions
Thai or Chinese?,Skewered And Roasted,CAH & Expansions
thank you for coming,That's What She Said Game,Said
Thank you notes.,Babies vs. Parents,Parenthood
Thanks Obama.,WTF Did You Say?!?,CAH & Expansions
"Thanks, Obama!","Crows Adopt Vulgarity, Vol. 3",CAH & Expansions
Thanksgiving coming out party.,Humanity Hates Trump: Base Set,Elections & Donald Trump
Thanksgiving with Al Sharpton.,Humanity Hates Trump: Base Set,Elections & Donald Trump
"That ""not-so-fresh"" feeling.",Crabs Adjust Humidity: Volume 1,CAH & Expansions
"That ""O"" face.","Crows Adopt Vulgarity, Vol. 1",CAH & Expansions
That ass.,CAH Base Set,CAH & Expansions
"That awkward family who thinks it's ""cybersex Monday.""",Humanity Hates The Holidays,Holidays
That awkward moment when you realize your three-way has no vagina.,"Crows Adopt Vulgarity, Vol. 1",CAH & Expansions
"That awkward moment when you realize, not only is your fly down but, your dick is hanging out.",Clones Attack Hilarity #2,CAH & Expansions
That awkward present that vibrates in the box.,Humanity Hates The Holidays,Holidays
That Band-Aid I found in my burger.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
"That bitch, Stacy.",CAH Green Box Expansion,CAH & Expansions
That black guy that always dies first in the movies.,"Crows Adopt Vulgarity, Vol. 1",CAH & Expansions
That boring friend who stalks you everyday.,Not Parent Approved Expansion Pack #2,Kids
That bridesmaid that won't stop crying.,Cads About Matrimony,Matrimony
That chick I was really into in high school that now has two kids and a waistline the size of Idaho.,"Crows Adopt Vulgarity, Vol. 1",CAH & Expansions
That chicken from Popeyes. ®,CAH Green Box Expansion,CAH & Expansions
That crackhead photographer.,Cads About Matrimony Poly Pack,Matrimony
That crappy ribbon candy your grandma always had,The Game Without Decency,CAH & Expansions
That crazy Baldwin brother.,Cats Abiding Horribly: Episode II - A New Low,CAH & Expansions
That creep in accounting.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
That crusty sock,KinderPerfect (Commercial Set),Parenthood
That cute Congressman.,"Bad Campaign, The Presidential Party Game!",Elections & Donald Trump
That damn Apple™ agreement.,Humanity Hates Trump: Expansion Pack 1,Elections & Donald Trump
That damn Total Recall remake.,Carbs of the Huge Manatee: General Expansion 2,CAH & Expansions
that definitely won't fit,That's What She Said Game,Said
That dirty weekend in Cabo.,Cads About Matrimony,Matrimony
That douchebag who ALWAYS steps on your rack while climbing up to theirs.,Disgruntled Decks: Navy Edition,Military
That dream where I am at school naked,Kids Against Maturity,Kids
that drug-damned Italy,Bards Dispense Profanity,CAH & Expansions
That dumbass who parks in the drop off lane,KinderPerfect: More Expansion Pack,Parenthood
that eyeless head of thine,Bards Dispense Profanity,CAH & Expansions
That f**king Elf on a Shelf,KinderPerfect (Commercial Set),Parenthood
That fantasy.,Carbs of the Huge Manatee - Kink Expansion 1,Dirty
That feeling when you're swimming in cold water and your kibbles and bits touch the water for the first time.,Words Against Morality: Volume 1,CAH & Expansions
"that fine old Dutch savage, Albert Durer",Dick,CAH & Expansions
That first gray pubic hair,KinderPerfect (Commercial Set),Parenthood
"That floating plastic bag from American Beauty, but full of diarrhea.",The Worst Card Game: 2016 National Edition,CAH & Expansions
"That friend who can't sing, but doesn't know it.",Not Parent Approved,Kids
That friend who never shut up about Crossfit.,Clones Attack Hilarity #2,CAH & Expansions
that frothy mixture of lube and fecal matter that is sometimes the byproduct of anal sex,Evil Apples,CAH & Expansions
That fucker who tosses chemlights off the ship.,Disgruntled Decks: Navy Edition,Military
That girl from the Hunger Games.,CAH Sci-Fi Pack,CAH & Expansions
That girl in elementary school that was obsessed with horses.,"Crows Adopt Vulgarity, Vol. 4",CAH & Expansions
that goose look,Bards Dispense Profanity,CAH & Expansions
